accession_number	call_number	title	author	book_place	book_publisher	year	book_edition	description	book_isbn	book_supplementary	subject
5872	HG1262 M993 2017 c.4 	Introduction to Philippine money credit and banking 	"Alminar-Mutya, Ruby F."	Mandaluyong City	Anvil Publishing Inc.	2017	na	234 pages ; illustrations ; 22 cm	9.78621E+12		"Money > Philippines.
Banks and banking > Philippines.
Credit > Management.
Credit analysis > Philippines."
5764	HG1262 M993 2017 c.4 	Introduction to philippine money credit and banking 	"Alminar-Mutya, Ruby F."	Mandaluyong City	Anvil Publishing Inc.	2017	na	234 pages ; illustrations ; 22 cm	9.78621E+12		"Money > Philippines.
Banks and banking > Philippines.
Credit > Management.
Credit analysis > Philippines."
7638	HG402.6 B794 1995	Fundamentals of Corporate Finance	"Braley, Richard"	USA	McGraw Hill	1995	na	660 pages ; illustrations ; 26 cm 	70074615		Finance
7939	HG4638 E9211 1994	"
Finding winners : among depressed and low-priced stocks"	"Evans, Richard L. "	USA	International Publishing Corporation	1994	na	224 pages ; illustrations ; 23 cm	942641531		"Stocks--Prices--Charts, diagrams, etc.
Speculation.
Stock price forecasting."
2215	HJ  2305  C1119  2013 c.5                   	Basic Transfer Pricing 	"Canete,Elsa M."	Philippines	"Rex Printing Company,Inc."	2013	na	na	9.78971E+11		Transfer pricing--Taxation. Transfer pricing--Taxation--Law and Legislation.
2212	HJ  2305  C1119 2013 c.2                   	Basic Transfer Pricing 	"Canete,Elsa M."	Philippines	"Rex Printing Company,Inc."	2013	na	na	9.78971E+11		Transfer pricing--Taxation. Transfer pricing--Taxation--Law and Legislation.
2213	HJ  2305  C1119 2013 c.3                   	Basic Transfer Pricing 	"Canete,Elsa M."	Philippines	"Rex Printing Company,Inc."	2013	na	na	9.78971E+11		Transfer pricing--Taxation. Transfer pricing--Taxation--Law and Legislation.
3167	HJ  9580 B9281 2001 c.2	Gender Budget Trail : The Philippine Experience 	"Buenaobra, Maribel & Budlender, Debbie"	Philippines	THE ASIA FOUNDATION	2001	na	na	971924450X		Local Finance -- Local Government. Local Budgets
1164	HJ 1384 B8491 1996 v.2 c.2	Philippine public fiscal administration v.2 c.2	"Briones, Leonor M."	Mandaluyong City	"Fiscal Administration Foundation, Inc"	1996	2nd	208 pages ; 24cm	9718989056		Public Finance Philippines
1148	HJ 1384 B8589 1996 v.1	Philippine public fiscal administration v.1	"Briones, Leonor M."	Mandaluyong City	FAFI	1996	2nd	363 pages ; illustration 24cm	971-8989-04-8		Public Finance Philippines
1149	HJ 1384 B8589 1996 v.2 c.1	Philippine public fiscal administration v.2 c.1	"Briones, Leonor M."	Mandaluyong City	FAFI	1996	2nd	209 pages ; illustration 24cm	971-8989-05-6		Public Finance Philippines
6803	HJ 2168 B9271 1995	Budget of expenditures and sources of financing fiscal year 1995	na	Philippines	na 	1995	na	379 pages ; illustrations ; 23 cm	na		"Statistics Finance, Public Budget -- Philippines"
1178	HJ 2300 U821 1999 c.1	Readings in Philippine state audit	"Ursal, Sofronio B."	Philippines	Good Governance Books	1999	na	378 pages ;  23 cm	9719213906		"Finance, Public Philippines Auditing, Comission on Audit"
1179	HJ 2300 U821 1999 c.2	Readings in Philippine state audit	"Ursal, Sofronio B."	Philippines	Good Governance Books	1999	na	378 pages ;  23 cm	97192139-6		"Finance, Public Philippines Auditing, Comission on Audit"
1180	HJ 2300 U821 1999 c.2	Readings in Philippine state audit	"Ursal, Sofronio B."	Philippines	Good Governance Books	1999	na	378 pages ;  23 cm	97192139-6		"Finance, Public Philippines Auditing, Comission on Audit"
2214	HJ 2305  C1119 2013 c.4                   	Basic Transfer Pricing 	"Canete,Elsa M."	Philippines	"Rex Printing Company,Inc."	2013	na	na	9.78971E+11		Transfer pricing--Taxation. Transfer pricing--Taxation--Law and Legislation.
2192	HJ 2305  C221 2013                    	Basic Transfer Pricing	"Cañete, Elsa M."	Philippines	Rex Book Store	2013	na	na	9.78971E+11		Transfer pricing--Taxation. Transfer pricing--Taxation--Law and Legislation.
2199	HJ 2305  C221 2013 c.2                   	Basic Transfer Pricing 	"Canete,Elsa M."	Philippines	"Rex Printing Company,Inc."	2013	na	na	9.78971E+11		Transfer pricing--Taxation. Transfer pricing--Taxation--Law and Legislation.
7423	HJ 2305  C221 2013 c.4	Basic Transfer Pricing	"Canete, Elsa M."	Quezon City	"Rex Printing Company, Inc."	2013	na	NA	9.78971E+11		
2217	HJ 2305  C221 2013 c.7                  	Basic Transfer Pricing 	"Canete,Elsa M."	Philippines	"Rex Printing Company,Inc."	2013	na	na	9.78971E+11		Transfer pricing--Taxation. Transfer pricing--Taxation--Law and Legislation.
6105	HJ 2305 C1119 2013 c.1	Basic transfer pricing	"Cañete, Elsa M. "	Philippines	"Cañete, Elsa M. "	2013	na	426 pages ; illustrations ; 27 cm	9.78971E+11		"	Transfer pricing --Taxation.
Transfer pricing--Taxation-- Law and legislation.
"
6288	HJ 2315 B1711 1970	Income Taxation	"Ballada, Win Lu "	Philippines	DomDane Publisher & Made Easy Books Store	1970	2000	na	na		Taxation--Terminology.
7379	HJ 3184 M2661 1996	Financing Social Programs	"Manasan, Rosario G. & Lianto, Gilberto M. & Nuqui, Wilfredo G."	Makati City	PIDS	1996	na	NA	9715640257		"Finance, Public Finance, Public Welfare "
7399	HJ 4652 R456 2013	Income Tax Law and Accounting	"Reyes, Virgilio D."	[s.n.]	[s.n.]	2013	na	NA	[s.n.]		 
2181	HJ 5815  V135 2016	Transfer and Business Taxation; Principles and Laws with Accounting Application (Seventh Edition)	"Valencia, Edwin G."	Philippines	Valecia Educational Supply	2016	Seventh Edition	781 pages ; 22 cm	9.78972E+12		inheritance and transfer tax -- law and legislation -- taxation
6287	HJ 5815 B1711 1999	Transfer and Business Taxation	"Ballada, Win Lu "	Manila	DomDane Publisher & Made Easy Books Store	1999	1999	na	na		Taxation--Business Tax--Philippines.
6258	HJ 5815 C3871 1994	Philippine Transfer and Business Taxation Including Taxation	"Ceñido, Dante Yson "	Philippines	na	1994	Revised	na	9718648003		Taxation--Business Tax--Philippines.
6420	HJ 5815 C3871 1994 	Philippines Transfer and Business Taxation Including other Taxes 	"Cenido, Dante Yson"	Philippines	na	1994	Revised	na	9718648003		Taxation--Business Tax--Philippines.
1719	HJ 5815 G2161 2012	Transfer and business taxation	"Garcia, Earl Jimson R."	Philippines	"MaxCor Publishing House, Incroporated"	2012	na	338 pages ; Illustration ; 10cm	na		"	Inheritance and transfer tax > Philippines > Problems, exercises, etc.
Business tax > Philippines > Problems, exercises, etc.
Value-added tax > Philippines > Problems, exercises, etc.
Taxation > Study and teaching (Higher) > Philippines."
6442	HJ 5815 R4572 2015	Philippine Business and Transfer Taxes	"Reyes, Virgilio D."		na	2015	na	na	P-21+		"Inheritance and transfer tax > Philippines.
Business tax > Philippines."
6426	HJ 5815 V135 2009	Transfer and Business Taxation : Principles and law with Accounting Application copy2 	"Valencia, Edwin G. "	Philippines	Valencia Educational Supply	2009	5th	na	9.78972E+12		Inheritance and transfer tax -- law and legislation -- Philippines
6432	HJ 5815 V152 2013	Tranfer and Business Taxation : Principles and law with Accounting Applications 	"Valencia, Edwin G. "	Philippines	Valencia Educational Supply	2013	6th	na	9.78972E+12		Inheritance and transfer tax -- law and legislation -- Philippines
6424	HJ 5815 V152 2016	Transfer and Business Taxation : Principles and law with Accounting Application copy3 	"Valencia, Edwin G. "	Philippines	Valencia Educational Supply	2016	7th	na	9.78972E+12		Inheritance and transfer tax -- law and legislation -- Philippines
2351	HJ 73  B2163 2015 v.1                 	Annual Report Volume 1	Bangko Sentral ng Pilipinas	Philippines	Bangko Sentral ng Pilipinas	2015	18th	na	na		
2349	HJ 73  B2163 2015 v.3                 	Annual Report Volume 3	Bangko Sentral ng Pilipinas	Philippines	Bangko Sentral ng Pilipinas	2015	18th	na	na		
2352	HJ 73 B2163  2015 v.2               	Annual Report Volume 2	Bangko Sentral ng Pilipinas	Philippines	Bangko Sentral ng Pilipinas	2015	18th	na	na		
1166	HJ 9111 U821 2001 c.1	How to manage barangay finances c.1	"Ursal, Sofronio B."	Quezon City	Good Governance Books	2001	N/A	232 pages ; illustration 23 cm	971-92139-2-2		Local Government accounting and Barangay accounting in Philippines
1167	HJ 9111 U821 2001 c.2	How to manage barangay finances c.2	"Ursal, Sofronio B."	Quezon City	Good Governance Books	2001	N/A	232 pages ; illustration 23 cm	971-92139-2-2		Local Government accounting and Barangay accounting in Philippines
336	HJ 9111 U821 2001 c.3	How to manage barangay finances c.3	"Ursal, Sofronio B."	Quezon City	Good Governance Books	2001	N/A	232 pages ; illustration ; 23 cm	971-92139-2-2		Local Government accounting and Barangay accounting in Philippines
1136	HJ 9111 U821 2003 c.1	Ang tamang pamamahala sa pananalapi ng barangay c.1	"Ursal, Sofronio B."	Quezon City	Good Governance Books	2003	N/A	305 pages ; illustration 23 cm	971-92139-3-0		Local Government accounting and Barangay accounting in the Phillipines
1137	HJ 9111 U821 2003 c.2	Ang tamang pamamahala sa pananalapi ng barangay c.2	"Ursal, Sofronio B."	Quezon City	Good Governance Books	2003	N/A	305 pages ; illustration 23 cm	971-92139-3-0		Local Government accounting and Barangay accounting in the Phillipines
1138	HJ 9111 U821 2003 c.3	Ang tamang pamamahala sa pananalapi ng barangay c.3	"Ursal, Sofronio B."	Quezon City	Good Governance Books	2003	N/A	305 pages ; illustration 23 cm	971-92139-3-0		Local Government accounting and Barangay accounting in the Phillipines
2235	HJ 9580  J63 1996	LOCAL FISCAL ADMINISTRATION IN THE Philippines 	Jocelyn C. Cuaresma	Philippines	"COR-ASIA, Inc"	1996	 na	na			Local Revenue -- Local Finance.
3365	HJ 9580 B9281 2001 c.1	Gender Budget Trail : The Philippine Experience 	"Buenaobra, Maribel & Budlender, Debbie"	Philippines	THE ASIA FOUNDATION	2001	na	na	971924450X		Local Finance -- Local Government. Local Budgets
6402	HJ 9580 B9285 2001	Gender Budget Trail : The Philippine Experience 	"Buenaobra, Maribel & Budlender, Debbie"	Philippines	THE ASIA FOUNDATION	2001	na	na	971924450X		Local Finance -- Local Government. Local Budgets
6183	HJ 9581 C 961 1996	LOCAL FISCAL ADMINISTRATION IN THE Philippines 	"Cuaresma, Jocelyn C. "	Philippines	"COR-ASIA, Inc"	1996	 na	na			Local Finance -- Philippines
6181	HJ 9927  F528 1970	Fiscal Statistics HandBook 1980-1994	na		na	1970	na	na			"Finance, Public--Philippines--Statistics.
Philippines--Appropriations and expenditures--Statistics."
6286	HJ 9927 G7211 1992 v.1	Government accounting and auditing manual : government auditing rules and regulations volume 1	N/A	Manila	N/A	1992	NA	426 pages ; 25 cm	NA		"Finance, Public -- Accounting law and legislation"
6312	HJ 9927 G7211 1992 v.2	Government accounting and auditing manual : government accounting volume 2	Government Auditing Rules and Regulations	Quezon City	N/A	1992	N/A	426 pages ; 25 cm	N/A		
6025	HJ 9927 M113 1986 c.1	Government accounting	"Macapilit, Cecilia Hugo & Santos, Enoe Velasco"	Manila	Rex Book Store Inc	1986	na	na	na		"Finance, Public -- Philippines -- Accounting"
6404	HJ 9927 M113 1986 c.1	Review/Textbook in : Government Accounting	"Macapilit, Cecilia Hugo "	Philippines	Rex Book Store	1986	na	na	241		"Finance, Public--Accounting."
1157	HJ 9927 T169 1994 	Performance and Accountancy : Central pilars of democracy	"Tantuico, Fransico S. Jr."	Mandaluyong City	FAFI	1994		206 pages ; illustration 23cm	971-8989-01-3		"Public Finance and Accounting Philippines, Administrative Agency and Management Philippines"
6173	HJ8015  L544 2013	The Public Debt Problem : A Comprehensive Guide	"Lemieux, Pierre"	New York	Palgrave Macmillan	2013	na	na	9.78114E+12		"
Debts, Public.
Financial crises."
2203	HM  1226  B3977 2006                    	Publicity for Nonprofits	"Beckwith,Sandra L."	[s.l.]	ICSEC Publishing & Distribution Corp.	2006	na	na	141952299X		Publicity--United States. Fund raising--United States. Endowments--Public relations--United States. Nonprofit organizations--United States--Finance.
2174	HM  251  M9961 1999                    	Social Psychology (Sixth Edition)	"Myers, David G."	USA	"Mcgraw-Hill, Inc."	1999	na	na	72902175		Social psychology.
1816	HM 101  V695 2000  	Society and Culture with Family Planning And Population Education	"Villaseñor, Virginia Pimentel"	na	Immaculata Printing	2000	na	na	na		Culture. Philippines--Social Lide and customs. Family planning.
7473	HM 1226 B388 2006	Publicity for nonprofits	"Beckwith, Sandra L."		Kaplan Publishing	2006	na	NA	141952299X		"
Publicity--United States.
Fund raising--United States.
Endowments--Public relations--United States.
Nonprofit organizations--United States--Finance."
7516	HM 131 W8731 1993 	"Networking : how to enrich your life and get things done
"	"Woods, Donald R. & Ormerod, Shirley D."	Amsterdam	Pfeiffer & Company	1993	na	120 pages ; illustrations ; 28 cm	883903636		 Handbooks and manuals -- Social networks
6673	HM 134 P529 1989	The 1989 annual :  developing human resources	"Pfiffer, J. William "	California	"University Associates, Inc"	1989	na	291 pages ; 22 cm	883900203		Sociology.
1978	HM 18  N478  1997  	Social Problems a Critical Approach  : 4th Edition	"Neubeck, Kenneth J.& Neubeck,Mary Alice"	New York	WCB/McGraw -Hill	1997	4th	na	70463727		Social problems. Social history--20th century. United States--Social conditions--1960--
1988	HM 18 N477 1997 c.1	Social Problems a Critical Approach  : 4th Edition 	" Neubeck, Kenneth J. &  Neubeck, Mary Alice"	New York	WCB/McGraw -Hill	1997	4th	na	70463727		Social problems. Social history--20th century. United States--Social conditions--1960--
1989	HM 18 N477 1997 c.2 	Social Problems a Critical Approach  : 4th Edition 	"Neubeck ,Kenneth & Neubeck, Mary Alice"	New York	WCB/McGraw -Hill	1997	4th	na	70463727		Social problems. Social history--20th century. United States--Social conditions--1960--
6248	HM 24 B152 1987 c.2	Methods of Social Research 	"Balley, Kenneth D. "	Quezon City	"Macmillan Publishing Co., Inc."	1987	na	na	9711104369		Sociology -- Methodology
6244	HM 24 B9331 1997	Sociological Research Methods	"Bulmer, Martin "	London	Macmillan Education LTD	1997	2nd	na	333373464		Sociology -- Methodology Social surveys Sociology -- Research
6808	HM 261 R894 1995	Surveying Public Opinion	"Rubenstein, Sondra Miller"	Belmont	Wadsworth	1995	na	na	534178561		Public Opinion Polls. Social Service.
1934	HM 45  T449  2003 c.2	Sociology: the study of human relationships	"Thomas, W. LaVerne"	USA	"Holt, Rinehart and Winston"	2003	na	482 pages ; illustrations ; 18 cm	30550068		Sociology--Study and teaching
1932	HM 45  T449  2003 c.3  	Sociology : the study of human relationships	"Thomas, W. LaVerne"	USA	"Holt, Rinehart and Winston"	2003	na	482 pages ; illustrations ; 18 cm	30550068		Sociology--Study and teaching
1933	HM 45  T449 2003	Holt Sociology The Study of Human Relationship 	"Thomas, W. LaVerne"	USA	"Holt, Rinehart and Winston"	2003	na	na	30550068		Sociology--Study and teaching
1936	HM 45 T449 2003 	Holt Sociology The Study of Human Relationship 	"Thomas, W. LaVerne"	USA	"Holt, Rinehart and Winston "	2003	na	na	30550068		Sociology--Study and teaching
1935	HM 45 T449 2003 c.1	Sociology: the study of human relationships	"Thomas, W. LaVerne"	USA	"Holt, Rinehart and Winston "	2003	na	482 pages ; illustrations ; 18 cm	30550068		Sociology--Study and teaching
1975	HM 477  L4335  2005  	Society and Culture	"Leano,Roman D. "	Philippines	"Mindshapers 9642 Kalayaan Avenue, Guadalupe ,Makati City"	2005	na	na	9719339918		"Sociology--Philippines. Sociology--Philippines--Problems, exercises, etc. Birth control--Philippines. Philippines--Social life and customs."
3569	HM 477 L4335 2012	Society and Culture with Family Planning	"Leano, Roman D."	Quezon City 	"C & E Publishing, Inc."	2012	na	na	9.78972E+12		Sociology
1963	HM 477 L437 2012  c.1	Society and culture with family planning :  a modular approach	"Leaño, Roman D. Jr"	Philippines	"C&E Publishing, Inc."	2012	na	319 pages ; 26 cm	9.78972E+12		"Sociology--Philippines. Sociology--Philippines--Problems, exercises, etc. Birth control--Philippines. Philippines--Social life and customs."
1953	HM 477 L437 2012  c.1	Society and culture with family planning :  a modular approach	"Leaño, Roman D. Jr"	Philippines	"C&E Publishing, Inc."	2012	na	319 pages ; 26 cm	9.78972E+12		"Sociology--Philippines. Sociology--Philippines--Problems, exercises, etc. Birth control--Philippines. Philippines--Social life and customs."
1955	HM 477 S194 2007  	"Sociology, Culture and Family Planning (A Conceptual, Experiental and Interactive Approach "	"San Juan, Wilfredo R.Et,.al"	Philippines	Unlad Publishing House 	2007	na	na	9.78972E+12		"Sociology--Philippines. Sociology--Philippines--Problems, exercises, etc. Birth control--Philippines. Philippines--Social life and customs."
2004	HM 51  J661 1996 	Human Arrangements : an Introduction to Sociology	"Johnson, Allan G."	USA	Brown & Benchmark	1996	4th	na	697291057		Sociology.
1967	HM 51  P1531 1996 c.2 	Introduction to Sociology and Anthropology 	"Palispis, Epitacio S."	Philippines	Rex Books Store	1996	na	na	9712320421		Sociology. Anthropology.
1964	HM 51  P1531 2006 c.1	Introduction to Sociology and Anthropology 	Dr. Epitacio S. Palispis	Manila	"National Book Store, Inc"	2006	na	na	9712320421		Sociology. Anthropology.
1959	HM 51  P163 1996  	Introduction to Sociology and Anthropology	"Palispis, Epitacio S."	Philippines	Rex Books Store	1996	na	na	9712320421		Sociology. Anthropology.
1939	HM 51  S2911  1995 c.2 	Sociology	"Schaefer, Richard T. & Lamm, Robert P."	USA	"McGraw-Hill, Inc"	1995	5th	na	70569592		"Sociology,"
6165	HM 51 C141 1994 c.1	Sociology	"Calhoun, Craig & Light, Donald & Keller, Suzanne"	New York	"McGraw-Hill, Inc"	1994	6th	"651 pages ; illustrations, color ; 26 cm"	70378797		Sociology
5549	HM 51 C152 1994	Sociology	"Calhoun, Craig & Light, Donald  & Keller, Suzanne"	New York	"McGraw-Hill, Inc"	1994	6th	na	70378797		Sociology
5548	HM 51 C152 1994 c.2	Sociology	"Calhoun, Craig & Light, Donald & Keller, Suzanne"	New York	"McGraw-Hill, Inc"	1994	6th	"651 pages ; illustrations, color ; 26 cm"	70378797		Sociology
1960	HM 51 F373 1995  	Sociology : a global perspective	"Ferrante, Joan"	California	Wadsworth Publishing Company	1995	2nd	603 pages ; illustrations ; 26 cm	534209769		Sociology. Social history--cross-culture studies.
6114	HM 51 L3997 1995	Holt sociology :  the study of human relationship 	W. LaVerne Thomas 	USA	"Holt, Rinehart and Winston"	2003	na	NA	na		Sociology
6162	HM 51 L3997 1995	SOCIOLOGY : The Study of Human Relationships 	LaVerne Thomas W.	Florida	"HOLT, Rinehart and Winston, Inc"	1995	5th	na	30975891		Sociology
6164	HM 51 P1531 1996 c.3	Introduction to Sociology and Anthropology	"Palispis, Epitacio S. Dr."		Rex Book Store	1996	1st	na	9712320421		Sociology
6163	HM 51 P1531 2007 c.1	Introduction to sociology and anthropology 	"Palispis, Epitacio S. Dr."	Manila	Rex Book Store	2007	REVISED	497 pages ; 22 cm	9.78971E+12		Sociology
6938	HM 51 P1531 2007 c.2	Introduction to sociology and anthropology 	"Palispis, Epitacio S. Dr."	Manila	Rex Book Store	2007	REVISED	497 pages ; 22 cm	9.78971E+12		Sociology
6246	HM 51 P195 1988	Sociology and Anthropology	"Panopio, Isabel S. & Rolda, Realidad Santic"	Quezon City	"Goodwill Trading Co., Inc."	1988	na	na	9711105292		Sociology
1026	HM 51 P195 2000	Society and Culture :  Introduction to Sociology and Anthropology	"Panopio, Isabel S. & Rolda, Realidad Santico"	Philippines	"Goodwill Trading Co., Inc."	2000	na	na	9711110431		Sociology. Anthropology.
6166	HM 51 R6289 1981	Sociology	"Robertson, Ian"	New York	"Worth Publishers, Inc"	1981	2nd	na	879011343		Sociology
1938	HM 51 S2911 1995  c.1	Sociology	"Schaefer, Richard T. & Lamm, Robert P."	USA	"McGraw-Hill, Inc."	1995	5th	na	70569592		"Sociology,"
4389	HM 561 A3165 2012  c.1  	"Issues and Questions :  Technology, The Law and You (Notes and Cases on Information and Communications Technology Law)"	"Alampay, Gigo"	"Metro, Manila"	University of the Philippines Press	2012	na	na	9.78971E+12		Telecommunication--Law and Legislation. Information technology--Law and Legislation. Information technology--Law and legislation--Philippines.
4390	HM 561 A3165 2012 c.2   	"Issues and Questions :  Technology, The Law and You (Notes and Cases on Information and Communications Technology Law) "	"Alampay, Gigo"	"Metro, Manila"	University of the Philippines Press	2012	na	na	9.78971E+12		Telecommunication--Law and Legislation. Information technology--Law and Legislation. Information technology--Law and legislation--Philippines.
2001	HM 578  M188  2005 	Fundamental of sociology and Antropology with Introduction to Family studies	"Maguigad,Rogelio B./Banico,Albert B./ Singson,Jose florante & Malupay,Melvin"	Philippines	Libro-Filipino	2005	na	na	na		Sociology--Study and teaching--Philippines. Anthropology--Study and teaching--Philippines. Families--Philippines
1963	HM 578  O541 2003  	"General Sociology :  Society, Culture, Population, Dynamics and Gender Development"	"Omas-as, Roberta L. Et.,al"	Philippines	Trinitas Publishing Inc	2003	na	na	9714204062		Sociology.
1976	HM 578  S242 2011  	Introduction to Sociology and Anthropology with Family Planning	"Saquilayan,Victorino Y."	Philippines	" MUTYA Publishing House ,INC."	2011	na	na	9.78972E+12		Sociology--Study and teaching--Philippines. Anthropology--Study and teaching--Philippines. Families--Philippines
6151	HM 578 G324 1970	General Sociology with Family Planning	N/A		na	1970	na	NA	79		Sociology
1954	HM 578 L437 2005  	Society and Culture for College Students	"Leaño, Roman D. Jr."	Philippines	Mindshapers	2005	na	na	9719339918		"Sociology--Philippines. Sociology--Philippines--Problems, exercises, etc."
1942	HM 586  S2911  1995 c.2 	Sociology A Brief Introduction 	"Schaefer, Richard T. & Lamm, Robert P."	USA	"The McGraw-Hill Companies, Inc."	1997	2nd	na	70572348		"Sociology,"
7896	HM 586 A696 2012	Sociology and Anthropology with Family Planning	"Ariola, Mariano M. "	Manila	Purely Books and Trading	2012	na	na	9.78972E+12		
1941	HM 586 B4561 2010  	Socilogy in a changing world: a modular approach	"Benito, Virgilio R."	Pasig City	s.l	2010	NA	325 pages ; illustrations ; 28 cm	NA		"Sociology,"
4263	HM 586 H493 2014 10e	Essential of sociology: a down-to- earth approach	"Henslin, James M."	      England	"Pearson, Harlow, Essex"	2014	10th	490 pages; 27cm	1292042206		"
Sociologie
Sociology
sociology"
6239	HM 586 M113 2002	Sociology	"Macionis, John J. "	Singapore	"Pearson Education, Asia Pte Ltd."	2002	8th	701 pages ; illustrations ; color ; 25 cm	9814119768		Sociology
1950	HM 586 M1529 1970	Sociology	"Macionis, John J."	Singapore	Pearson Education Inc.	2010	8th	na	9814119768		"Sociology,"
1951	HM 586 P1871 1994  	Sociology	"Panopio, Isabel S. & et., al"	Philippines	"Ke, Incorporated"	1994	na	na	9718558152		"Sociology,"
1943	HM 586 S2911  1995  c.3 	Sociology A Brief Introduction 	"Schaefer, Richard T. & Lamm, Robert P."	USA	"The McGraw-Hill Companies, Inc."	1997	2nd	na	70572348		"Sociology,"
1940	HM 586 S2911 1995 c.1	Sociology: a brief introduction	"Schaefer, Richard T. & Lamm, Robert P."	USA	"The McGraw-Hill Companies, Inc."	1997	2nd	444 pages ; illustrations ; color ; 25 cm	70572348		"Sociology,"
5865	HM 621 D245 2017 c.3	"Understanding Philippine society, culture and politics"	"David, Randolf S."	Mandaluyong City	"Anvil Publisishing, Inc."	2017	na	na	9.78971E+12		
5866	HM 621 D245 2017 c.4	UNDERSTANDING	"David, Randolf S."	Philippines	anvil Publishing Inc	2017	NA	na	9.78971E+12		
4413	HM 626 A696 2017 c.1    	"Trends, Networks, and Critical Thinking in the 21st Century"	"Ariola, Mariano M."	"Metro, Manila"	Unlimited Books Library Services and Publishing Inc.	2017	na	na	9.78972E+12		"Popular culture--21st century. Manners and customs--Problems, exercises, etc. fads--21st century."
4414	HM 626 A696 2017 c.2   	"Trends, Networks, and Critical Thinking in the 21st Century "	"Ariola, Mariano M."	"Metro, Manila"	Unlimited Books Library Services and Publishing Inc.	2017	na	na	9.78972E+12		"Popular culture--21st century. Manners and customs--Problems, exercises, etc. fads--21st century."
1968	HM 66  F797 1989  	Anthropology and Sociological 	Francisco M. Zulueta	Mandaluyong City	National Book Store	1989	na	na	971086730X		Sociology. Anthropology.
1985	HM 66  H9391 1963  	Sociology in the Philippine Setting	"Hunt, Chester L."	Philippines	Phoenix Publishing House	1963	na	na	na		Sociology. Sociology--Rural.
1970	HM 66  L3661  1989 c.2 	"E-commerce : business, technology, society"	"Laudon, Kenneth C."	USA	Addison Wesley	2002	na	762 pages ; illustrations ; 24 cm	201748150		Sociology. Anthropology.
1971	HM 66  P1871 2004 c.1  	Sociology :  Focus on the Philippines 4th edition	Isabel S. Panopio & AdelisaA. Raymundo	Philippines	"Ken INC. quezon City,Philippines"	2004	4th	na	9718558454		Sociology. Anthropology.
1972	HM 66  P1871 2004 c.2 	Sociology :  Focus on the Philippines 4th edition 	" Panopio,Isabel S.&  Raymundo, Adelisa A."	Philippines	"Ken INC. quezon City,Philippines"	2004	4th	na	9718558454		Sociology. Anthropology.
1974	HM 66  P195  2000  	Society and Culture : Introduction to Sociology and Anthropolgy	"Panopio, Isabel S.  & Santico-rolda, Realidad"	Philippines	"JMC PRESS,INC."	2000	na	na	9711110431		Sociology. Anthropology.
1962	HM 66  Z946 2002  	General Sociology	"Zulueta, Francisco M."	USA	Academic Publishing Corporation	2002	Revised	na	9717071020		Sociology.
1973	HM 66 P1871 1992  	Sosyolohiya at Antrolopolohiya  : Isang Panimula	"Panopio, Isabel S.&  Santico-Rolda, Realidad"	Philippines	"Ken Incorporated 305 T. Morato avenue Quezon City ,Philippines"	1992	na	na	9718558136		Sociology. Anthropology.
7866	HM131 C6241 1990	Modern Organization	"Clegg, Stewart R."	London	Sage Publications	1990	NA	NA	8003983298		Organizational Sociology -- Organization
5696	HM621  D245 2016 c.1 	"Understanding Philippine society, culture, and politics"	"Samson, Laura L. "	Mandaluyong City	Anvil Publishing Inc.	2016	na	na	9.78971E+12		
5697	HM621  D245 2016 c.2	"Understanding Philippine society, culture, and politics"	"Samson, Laura L. "	Mandaluyong City	Anvil Publishing Inc.	2016	na	na	9.78971E+12		
7779	HM846 F8971 2005	The World Is Flat	"Friedman, Thomas"	United States of America	Douglas & McIntyre Ltd.	2005	na	na	9.78037E+12		"Diffusion of innovations.
Information society.
Globalization--Economic aspects.
Globalization--Social aspects."
2462	HN  6908  P5521  1970  c.12                	Asean Family 	4/	Philippines	"Yonzon Associates, Inc"	1967	18th	na	na		
7813	HN 103.5 M4789 1999	Perspectives : Social Problems	"McNamara, Robert"	United States of America	Coursewise Publishing	1999	na	NA	395902517		"Social Conditions, Social Problems"
6338	HN 17.5 G212 1996	Contemporary movements and ideologies	"Garner, Roberta "	United States of America	"McGraw-Hill, Inc."	1996	N/A	 451 pages ; illustrations ; 24 cm	9.78007E+12		Social Movement. Ideology. Social Change. Collective Behavior
6161	HN 18 S9491 1994	Introduction to Social Problem	"Sullivan, Thomas J. & Thompson, Kendrick S"	New York	Macmillan Publishing Company	1994	3rd	na	24184853		Social Problems. Philippines -- Social Conditions
6055	HN 29 S2911 1995 	Investigating the social world : the process and practice of research	"Schutt, Russell K."	California	Pine Forge Press	1996	na	594 pages ; illustrations ; 23 cm	803990103		Social Problems -- Research
5635	HN 49 A696 2017 c.1	"Community engagement, solidarity and citizenship"	"Ariola, Mariano M. "	Philippines	Library Services and Publishing Inc.	2017	na	na	9.78972E+12		
7467	HN 49 C257 2002	Between the State and the Market	"Carino, Ledivina V."		Ledivina V. Carino & Ramon L. Fernan III	2002	na	NA	9718567356		Non-profit organization--Social ethics--Voluntarissm.
6685	HN 49 O115 1991	Project with People	"Oakley, Peter et al."	Geneva	International Labour Organisation	1991	na	na	9221072827		Rural Development Project.
6516	HN 59 W664 1971	Social Policy Research and Analysis	"Williams, Walter"	New York	"American Elsevier Publishing Companu, Inc."	1971	na	na	444001131		"Economic Assistance,  Domestic -- United State"
