accession_number	call_number	title	author	book_place	book_publisher	year	book_edition	description	book_isbn	book_supplementary	subject
7842	HN 59.2 A5431 2000	"Race, Class, and Gender"	"Andersen, Margaret & Collins, Patricia Hill"	United States of America	"Wadsworth, Inc."	2000	na	na	534568904		Unites States--Social Conditions. Unites States--race relations
4298	HN 65 B5945 2017    	"Understanding Public Policy Theories, Concepts, and Applications"	"Bihasa, Carmelo Rico S."	Philippines	Books Atbp. Publishing Corp.	2017	na	na	9.78621E+12		Philippines--Politics and government.
1768	HN 65 C257 1971 	"The Development of Human Resources :  Education, Psychology, and social change"	"Carkhuff, Robert R."	[s.l]	Human Resource Development Press	1971	na	na	914234919		"Social Action--case studies. United States--Social conditions--1960,"
1662	HN 712 F568 1998	Let's doh it!	"Flavier, Juan M."	Philippines	Moonlight creatives	1998	NA	289 pages ; illustrations ; 18 cm	NA		Public health.
1957	HN 713  P1871  1994 c.2 	General sociology :  focus on the philippines 	"Panopio, Isabel S. "	Philippines	"Ken, Incorporated"	1994	3rd	466 pages ; illustrations ; 22 cm	9718558152		Philippines--Social conditions.
6334	HN 713 B425 1982	Modernization Its Impact in the Philippines	"Bello, Walden F. & Roldan, Maria Clara "	Philppines	Institute of Philippine Culture	1982	na	na	na		Philippines -- Social Conditions
1956	HN 713 P1871 1994  c.1	General Sociology :  focus on the philippines	"Panopio, Isabel S. "	Philippines	"Ken, Incorporated"	1994	3rd	466 pages ; illustrations ; 22 cm	9718558152		Philippines--Social conditions.
6243	HN 713 P1871 1995	General Sociology Focus on the Philippines	"Panopio, Isabel S.  & Cordero-MacDonald, Felicidad V. "	Quezon City	"Ken, Incorporated"	1995	na	na	na		Philippines -- Social Conditions.
1958	HN 713.5  D245 2001  	Reflections on sociology & philippine society	"David, Randolf S."	Philippines	UP Press Printery Division	2001	NA	256 pages ; 23 cm	9715423272		Sociology--Philippines--History. Philippines--Social conditions--20th century. Philippines--Politics and government--1946--.
5168	HN 714 A6581 1994	Statistical Handbook on Provincial Quality of Life Indicators	"Arao, Danilo A. "	Quezon City	The Council for People's Development	1994	na	na	9718849025		Statistics. Handbook. Provincial quality. Life Indicators.
6273	HN 714 A6581 1994	Statistical Handbook on Provincial Quality of Life Indicators 	"Arao, Danilo A. "	Philippines	The Council for People's Development (CPD Philippines - Canada Human Resource Development (PCHRD) Program 	1994	na	na	9718849025		Statistic. Handbook. Provincial quality. Life Indicators.
4743	HN 90 T647 2014 c.1	Media at Lipunan	"Tolentino, Rolando B. & Santos, Josefina M. C. (eds.)"	Philippines	University of the Philippines Press	2014	na	na	9.78972E+12		Mass media--Philippines-- Social aspects. Mass media--Philippines--Study and teaching (Higher). Mass media in community development. Mass media--Philippines--Political aspects.
4744	HN 90 T647 2014 c.2   	Media at Lipunan 	"Tolentino, Rolando B. & Santos, Josefina M. C. (eds.)"	Philippines	University of the Philippines Press	2014	na	na	9.78972E+12		Mass media--Philippines-- Social aspects. Mass media--Philippines--Study and teaching (Higher). Mass media in community development. Mass media--Philippines--Political aspects.
6285	HN 981  N2181 2002	Empowerment and Poverty Reduction	"Narayan, Deepa"	Washington	The International Bank for Reconstruction and Development / The World Bank	2002	na	na	821351664		"
Community development > Citizen partipation. > Developing countries.
Poverty > Developing countries.
"
6314	HN 981 I272 2006	Developing Community Capacities for Pro-Poor Budgeting and Local Government Accountabulity for Poverty Reduction (Localized Anti-Poverty Program II)	"Ilago, Simeon Agustin  & Esden-Lopos Bootes"		Caucus of Development NGO Networks (CODE-NGO)	2006	na	na	na		Community development -- Developing Contries. Case studies
5636	HN49 A696 2017 c.2	"Community engagement, solidarity and citizenship"	"Ariola, Mariano M. "	Philippines	UNLIMITED BOOKS LIBRARY SERVICES & PUBLISHING INC.	2017	NA	na	9.78972E+12		
7869	HN59.2 N9351 2006	50+ Igniting a Revolution to Reinvent America	"Novelli, William D."	New York	St. Martin Press	2006	1st	NA	9.78031E+12		Social problem and reform
1565	HQ 10 S9585 1996  	Marriage and the family	"Sunga, Ma. Cecilia D. And Diwa,Cynthia N."	Philippines	Manila Central University	1996	na	na	na		Family life education.
4760	HQ 1075.5 S2351 2007    	Sexuality and the Filipina	"Santiago, Lilia Quindoza"	Philippines	University of the Philippines Press	2007	na	na	9.78972E+12		Sex role. Women--Philippines--Social conditions. Sex customs. Gender identity. Sex differences. Sex discrimination against women. Sexism.
4761	HQ 1075.5 S2351 2007 c.2   	Sexuality and the Filipina 	"Santiago, Lilia Quindoza"	Philippines	University of the Philippines Press	2007	na	na	9.78972E+12		Sex role. Women--Philippines--Social conditions. Sex customs. Gender identity. Sex differences. Sex discrimination against women. Sexism.
2811	HQ 1150 W87211 2001 c.2      	Women's role in philippine history :  selected essays	UP Center for Women's and Gender Studies	Philippines	UP Center for Women's and Gender Studies	1996	2nd	224 pages ; 23 cm	9718720006		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2812	HQ 1150 W87211 2001 c.2      	Women's Role in Philippine History :  Selected Essays 	UP Center for Women's and Gender Studies	Philippines	UP Center for Women's and Gender Studies	2001	2nd	na	9718720006		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
719	HQ 118 D3311 2015 v.25 c.2	APEC 2015 : a report to the president of the republic of the Philippines on the substantive agenda of APEC 2015 	"Del Rosario, Laura Q. & Kalaw, Antonio Jr. D. (eds)"	Philippines	Department of Foreign Affairs and the Foreign Services Institute	2016	NA	NA	9.78972E+12		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2819	HQ 1181  B6871 2014 v.22        	Review of Women's Studies Volume 22 :  Tandang Sora @ 200 National Conference :  Reconstructing Her-Story	"Bolinao, Ma. Lourdes De Leon (ed)"	Philippines	UP Center for Women's and Gender Studies	2014	na	na	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
1889	"HQ 1181  G993 2010 v.17        
"	Review of Women's Studies Volume 17 Nos. 1-2	"de Guzman, Odine"	Philippines	UP Center for Women's and Gender Studies	2010	NA	174 pages ; illustration ; 23 cm	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2817	HQ 1181 B6871  2015 v.23        	Review of Women's Studies Volume 23 Nos. 1-2	"Bolinao, Ma. Lourdes De Leon (ed)"	Philippines	UP Center for Women's and Gender Studies	2015	na	na	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2818	HQ 1181 B6871  2015 v.23 c.2       	Review of Women's Studies Volume 23 Nos. 1-2 	"Bolinao, Ma. Lourdes De Leon (ed)"	Philippines	UP Center for Women's and Gender Studies	2015	na	na	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2820	HQ 1181 B6871 2014  v.22 c.2        	Review of Women's Studies Volume 22 :  Tandang Sora @ 200 National Conference :  Reconstructing Her-Story 	"Bolinao, Ma. Lourdes De Leon (ed)"	Philippines	UP Center for Women's and Gender Studies	2014	na	na	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2789	HQ 1181 D245 1999       	Women Firsts	"David, Carina (ed)"	Philippines	UP Center for Women's and Gender Studies	1999	na	na	97887012X		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2790	HQ 1181 D245 1999 c.2       	Women Firsts 	"David, Carina (ed)"	Philippines	UP Center for Women's and Gender Studies	1999	na	na	97887012X		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2785	HQ 1181 D3171  2010 v.17 c.2        	Review of Women's Studies Volume 17 Nos. 1-2 :  Discourse(s) Sexuality and thr Arts 	"De Guzman, Odine"	Philippines	UP Center for Women's and Gender Studies	2010	na	na	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2787	HQ 1181 D3171 2010 v.18        	Review of Women's Studies Volume 18 No. 2 :  Women Contesting Fundamentalisms and Other Forms of Intolerance	"De Guzman, Odine"	Philippines	UP Center for Women's and Gender Studies	2010	na	na	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
5188	HQ 1181 D3171 2012	Review of Wome's Studies Volume XVI Numbers 1-2	"De Guzman, Odine"		UP Center for Women's Studies	2012	na	na	1179489		Women's Studies -- Philippines -- Social Conditions -- K Periodical. Women -- Philippines -- Social Conditions -- K Periodicals.
2821	HQ 1181 D3171 2012 v.21 no.2	Review of women's studies volume 21 no. 2	s.n.	Philippines	UP Center for Women's and Gender Studies	2012	na	109 pages ; illustrations ; 23 cm	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2788	HQ 1181 D3219  2010 v.18 c.2       	Review of Women's Studies Volume 18 No. 2 :  Women Contesting Fundamentalisms and Other Forms of Intolerance 	"De Guzman, Odine"	Philippines	UP Center for Women's and Gender Studies	2010	na	na	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2807	HQ 1181 F345  2001 v.11        	Review of Women's Studies Volume 11 Nos. 1-2 :  Violence Against Women and Children	"Fernandez, Albina P. (ed.)"	Philippines	UP Center for Women's and Gender Studies	2001	NA	"329 pages ; illustrations, color ; 23 cm"	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2794	HQ 1181 K1911 2016 v.1 c.1	Kasarian :  occasional papers on sex and gender vol. 1 2016 	s.n	Philippines	UP Center for Women's and Gender Studies	2016	NA	61 pages ; illustration ; 23 cm	NA		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2795	HQ 1181 K1911 2016 v.1 c.2	Kasarian :  occasional papers on sex and gender vol. 1 2016 	s.n	Philippines	UP Center for Women's and Gender Studies	2016	na	61 pages ; illustration ; 23 cm	na		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2823	HQ 1181 R449   2012 v.21 no.1 	Review of Women's Studies Volume 21 no. 1	s.n.	Philippines	UP Center for Women's and Gender Studies	2012	na	126 pages ; illustrations ; 23 cm	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2803	HQ 1181 R449  2004 v.13-2 c.2	Review of women's studies volume 13 no. 2 	na	Philippines	UP Center for Women's Studies	2003	na	220 pages ; illustrations ; 23 cm	na		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2799	HQ 1181 R449  2004 v.14-2 c.2	Review of women's studies volume 14 No. 2 	na	Philippines	UP Center for Women's Studies	2004	na	204 pages ; illustrations ; 22 cm	na		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2786	HQ 1181 R449  2012 v.19	Review of Women's Studies Volume 19 Nos. 1-2	na	Philippines	UP Center for Women's Studies	2012		182 pages ; illustrations ; 23 cm	na		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2810	HQ 1181 R449 1996 v.5 no.2 v.6 no.2 c.2	"Review of women's studies volume 5 No. 2, volume 6 No. 1 :  women in history and revolution "	na	Philippines	UP Center for Women's and Gender Studies	1996	na	192 pages ; illustrations ; 23 cm	na		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2809	HQ 1181 R449 1996 vol.5 no.2 vol.6 no.1	"Review of women's studies volume 5 no. 2, volume 6 no. 1 :  women in history and revolution"	s.n.	Philippines	UP Center for Women's and Gender Studies	1996	na	192 pages ; illustrations ; 23 cm	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2808	HQ 1181 R449 2001 v.11 nos.1&2 c.2       	Review of women's studies volume 11 Nos. 1-2 :  violence against women and children 	na	Philippines	"University Center for Women's Studies , University of the Philippines"	2001	na	329 pages ; illustrations ; 23 cm	NA		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2805	HQ 1181 R449 2003 v.13 no.1 	Review of women's studies volume 13  No. 1	s.n.	Philippines	UP Center for Women's and Gender Studies	2003	na	196 pages ; illustrations ; 23 cm	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2798	HQ 1181 R449 2004  v.14 no.2	Review of women's studies volume 14 no. 2	s.n.	Philippines	UP Center for Women's and Gender Studies	2004	na	204 pages ; illustrations ; 23 cm	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2800	HQ 1181 R449 2004 v.14 no.1 c.1      	Review of women's studies volume 14 no. 1 	s.n.	Philippines	UP Center for Women's Studies	2004	na	231 pages ; 22 cm	229 pages ; 22 cm		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2801	HQ 1181 R449 2004 v.14 no.1 c.2      	Review of women's studies volume 14 no. 1 	na	Philippines	UP Center for Women's Studies	2004	na	231 pages ; 22 cm	229 pages ; 22 cm		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2791	HQ 1181 R449 2008 v.18 no.1 c.1	Review of women's studies volume 18 No. 1 : border crossings in Philippine literary and visual art by women (UP centennial issue)	na	Philippines	UP Center for Women's Studies	2008	na	181 pages ; illustrations ; 26 cm	na		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2792	HQ 1181 R449 2008 v.18 no.1 c.2	Review of women's studies volume 18 No. 1 : border crossings in Philippine literary and visual art by women (UP centennial issue)	na	Philippines	UP Center for Women's Studies	2008	na	181 pages ; illustrations ; 26 cm	na		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2825	HQ 1181 R449 2010 v.20 c.1 	"Review of women's studies volume 20 Nos. 1-2 : special issue on media, gender and sexuality"	na	Philippines	UP Center for Women's Studies	2010	na	204 pages ; illustrations ; 23 cm	na		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2826	HQ 1181 R449 2010 v.20 c.2	"Review of women's studies volume 20 Nos. 1-2 : special issue on media, gender and sexuality"	na	Philippines	UP Center for Women's Studies	2010	na	204 pages ; illustrations ; 23 cm	na		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2822	HQ 1181 R449 2012  v.21 no.2 c.2	Review of women's studies volume 21 no. 2 	na	Philippines	UP Center for Women's Studies	2012	na	109 pages ; illustrations ; 23 cm	na		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2824	HQ 1181 R449 2012 v.21 no.1 c.2	Review of women's studies volume 21 no. 1 	N/A	Philippines	UP Center for Women's Studies	2013	na	126 pages ; illustrations ; 23 cm	na		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2793	HQ 1181 R449 2012 v.29 nos. 1-2	Review of women's studies volume 29 Nos. 1-2	s.n.	Philippines	UP Center for Women's and Gender Studies	2012	na	182 pages ; 23 cm	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2582	HQ 1181 R449 2015 v.16        	Review of women's studies volume 16 nos. 1-2	s.n	Philippines	UP Center for Women's and Gender Studies	2012	NA	72 pages ; 23 cm	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
718	HQ 1181 R449 2015 v.25 nos.1&2	Review of women's studies : Philippine NGO Beijing + 20 report	s.n.	Philippines	UP Center for Women's Studies	2015	na	231 pages ; 25 cm	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2815	HQ 1181 T1284 2015 v.24        	Review of Women's Studies Volume 24 Nos. 1-2 :  Papers on Feminist Research Methodology	"Taguiwalo, Judy M. (ed)"	Philippines	UP Center for Women's and Gender Studies	2015	NA	"162 pages ; illustrations, color ; 23 cm"	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
2806	HQ 1181 T172  2003 v.13-1 c.2       	Review of Women's Studies Volume 13  No. 1 	"Tapales, Proserpina D. (ed.)"	Philippines	UP Center for Women's and Gender Studies	2003	NA	196 pages ; illustration ; 23 cm	1179489		Women's studies--Philippines--Periodicals. Women--Philippines--Social conditions--Periodicals.
